qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
DOLIS_53.Contig_194	NZ_JACJTO010000002.1:150477-150968	90.650	492	46	0	1124	1615	492	1	0.0	654
DOLIS_53.Contig_194	NZ_KE384609.1:58521-59012	85.451	488	71	0	1128	1615	488	1	1.42e-144	508
DOLIS_53.Contig_195	NZ_KE384612.1:c25373-24126	79.779	272	51	4	2735	3004	538	807	4.53e-50	195
DOLIS_53.Contig_255	NZ_KE384619.1:34218-36698	88.449	2476	267	13	1431	3889	1	2474	0.0	2970
DOLIS_53.Contig_255	NZ_JACJTO010000009.1:117224-119689	87.768	2469	296	6	1431	3896	1	2466	0.0	2881
DOLIS_53.Contig_255	NZ_JANQDJ010000052.1:50504-52975	77.483	2487	516	39	1431	3892	1	2468	0.0	1450
DOLIS_53.Contig_255	NZ_CP065936.1:c230552-228069	78.440	2115	438	17	1787	3892	375	2480	0.0	1363
DOLIS_53.Contig_272	NZ_JACJTO010000022.1:5217-6737	90.007	1521	149	2	2545	4062	1	1521	0.0	1964
DOLIS_53.Contig_272	NZ_KE384657.1:c38707-37184	86.536	1530	186	15	2545	4061	1	1523	0.0	1666
DOLIS_53.Contig_272	NZ_CP020114.1:c2388482-2386908	82.766	911	155	2	3092	4001	590	1499	0.0	811
DOLIS_53.Contig_272	NZ_LR882952.1:3843913-3845499	74.970	835	205	4	3106	3938	646	1478	2.81e-106	381
DOLIS_53.Contig_272	NZ_CP065936.1:c284085-282517	81.022	274	52	0	2744	3017	176	449	2.33e-57	219
DOLIS_53.Contig_273	NZ_CP020114.1:c2397962-2396685	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c2374624-2373347	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c1236472-1235195	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:548242-549519	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c5165677-5164400	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:3446210-3447487	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c3846778-3845501	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c341951-340674	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:4180539-4181816	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c4707563-4706286	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:2485395-2486672	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c1338145-1336868	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c1321775-1320498	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:3644777-3646054	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c375111-373834	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:3531994-3533271	98.905	1278	14	0	507	1784	1	1278	0.0	2283
DOLIS_53.Contig_273	NZ_CP020114.1:c2395277-2394000	98.826	1278	15	0	507	1784	1	1278	0.0	2278
DOLIS_53.Contig_292	NZ_JACJTO010000007.1:68616-70613	91.311	633	55	0	3	635	1366	1998	0.0	865
DOLIS_53.Contig_292	NZ_KE384619.1:c14724-12727	88.339	626	73	0	3	628	1366	1991	0.0	752
DOLIS_53.Contig_314	NZ_JACJTO010000021.1:c66481-63539	94.643	112	6	0	3687	3798	1	112	4.69e-44	174
DOLIS_53.Contig_314	NZ_CP020114.1:1383340-1386210	95.000	60	3	0	3739	3798	41	100	3.76e-20	95.3
DOLIS_53.Contig_354	NZ_JACJTO010000018.1:c30292-29192	89.313	917	98	0	2612	3528	1	917	0.0	1151
DOLIS_53.Contig_354	NZ_KE384623.1:85149-86249	87.174	920	116	2	2612	3530	1	919	0.0	1044
DOLIS_53.Contig_354	NZ_AJLL01000033.1:71703-72806	76.907	931	194	16	2612	3530	1	922	1.05e-144	508
DOLIS_53.Contig_366	NZ_JACJTO010000021.1:c66481-63539	91.641	1280	107	0	1	1280	1654	2933	0.0	1772
DOLIS_53.Contig_366	NZ_KE384613.1:50020-52932	89.626	1282	131	2	1	1281	1624	2904	0.0	1629
DOLIS_53.Contig_366	NZ_CP020114.1:1383340-1386210	83.019	1272	202	13	1	1265	1579	2843	0.0	1140
DOLIS_53.Contig_366	NZ_LAHB01000066.1:14261-17194	81.470	1279	233	4	1	1277	1627	2903	0.0	1046
DOLIS_53.Contig_366	NZ_JANQDJ010000007.1:29007-31877	79.874	1267	245	10	1	1262	1579	2840	0.0	918
DOLIS_53.Contig_427	NZ_JACJTO010000047.1:c23055-22450	91.167	317	28	0	2878	3194	1	317	2.12e-121	431
DOLIS_53.Contig_427	NZ_KE384593.1:7130-7735	88.679	318	34	2	2878	3194	1	317	4.66e-108	387
DOLIS_53.Contig_444	NZ_KE384659.1:c96890-95211	89.505	1677	159	9	1152	2815	6	1678	0.0	2106
DOLIS_53.Contig_444	NZ_JACJTO010000053.1:c8096-6411	88.514	1689	170	10	1150	2817	1	1686	0.0	2023
DOLIS_53.Contig_493	NZ_JACJTO010000016.1:c84639-82762	90.379	343	33	0	1	343	1530	1872	1.49e-127	451
DOLIS_53.Contig_493	NZ_KE384623.1:141568-143448	88.825	349	39	0	1	349	1533	1881	6.99e-121	429
DOLIS_53.Contig_530	NZ_JACJTO010000025.1:38869-41262	88.978	1125	120	3	968	2090	1272	2394	0.0	1387
DOLIS_53.Contig_530	NZ_JACJTO010000025.1:38869-41262	87.055	842	101	4	1	841	395	1229	0.0	944
DOLIS_53.Contig_530	NZ_KE384607.1:c13130-10728	86.158	1127	151	4	968	2090	1278	2403	0.0	1212
DOLIS_53.Contig_530	NZ_KE384607.1:c13130-10728	86.326	841	115	0	1	841	395	1235	0.0	917
MCYST_100.Contig_36	NZ_JXYX01000003.1:c241171-239060	96.525	2101	73	0	3302	5402	2101	1	0.0	3476
MCYST_100.Contig_36	NZ_AESD01000712.1:c15827-13695	73.630	1259	300	32	4141	5383	1265	23	1.04e-128	457
MCYST_100.Contig_41	NZ_JXYX01000001.1:368066-368695	97.284	626	17	0	1162	1787	626	1	0.0	1062
MCYST_100.Contig_68	NZ_JXYX01000001.1:1089920-1090996	97.381	420	11	0	1	420	420	1	0.0	715
MCYST_100.Contig_151	NZ_JXYX01000001.1:283692-286061	97.511	2370	59	0	2598	4967	2370	1	0.0	4050
MCYST_100.Contig_187	NZ_JXYX01000015.1:c45892-43928	96.063	127	5	0	1	127	132	6	6.74e-54	207
MCYST_100.Contig_287	NZ_JXYX01000008.1:214032-216905	97.761	268	6	0	1	268	268	1	1.01e-130	462
MCYST_100.Contig_300	NZ_JXYX01000015.1:c41779-39131	98.078	1717	33	0	1	1717	1717	1	0.0	2988
MCYST_100.Contig_300	NZ_LR882952.1:4510967-4513630	70.744	1022	259	30	608	1609	1116	115	3.92e-50	195
MCYST_100.Contig_301	NZ_JXYX01000001.1:c845495-843027	97.753	979	22	0	3141	4119	1	979	0.0	1687
MCYST_100.Contig_302	NZ_JXYX01000001.1:949860-950450	96.108	591	23	0	3032	3622	1	591	0.0	965
MCYST_100.Contig_306	NZ_JXYX01000002.1:c55249-54122	97.961	1128	23	0	1403	2530	1128	1	0.0	1956
MCYST_100.Contig_306	NZ_AESD01000744.1:c2484-1342	71.521	769	179	27	1482	2224	1061	307	6.53e-43	171
MCYST_100.Contig_306	NZ_AESD01000744.1:c2484-1342	83.099	71	12	0	2406	2476	125	55	3.17e-11	65.8
MCYST_100.Contig_312	NZ_JXYX01000003.1:c235202-234798	96.675	391	13	0	803	1193	1	391	0.0	651
MCYST_100.Contig_338	NZ_JXYX01000015.1:74716-76242	98.309	1183	20	0	1	1183	345	1527	0.0	2074
MCYST_100.Contig_338	NZ_AESD01000164.1:3534-5099	77.694	928	201	6	201	1125	569	1493	8.55e-161	562
MCYST_100.Contig_338	NZ_AJLL01000060.1:30160-31707	75.352	852	197	12	270	1116	650	1493	2.55e-111	398
MCYST_100.Contig_395	NZ_JXYX01000001.1:c845495-843027	98.569	699	10	0	2679	3377	2469	1771	0.0	1236
MCYST_100.Contig_395	NZ_LR882952.1:c4098973-4096490	76.568	606	128	14	2779	3377	2384	1786	5.07e-88	320
MCYST_100.Contig_408	NZ_JXYX01000010.1:c144263-143616	97.531	648	16	0	167	814	648	1	0.0	1109
MCYST_100.Contig_478	NZ_JXYX01000002.1:c450913-449846	97.846	650	14	0	1	650	419	1068	0.0	1123
MCYST_100.Contig_482	NZ_JXYX01000001.1:1382667-1384103	96.308	650	24	0	1	650	650	1	0.0	1068
MCYST_100.Contig_490	NZ_JXYX01000001.1:1382667-1384103	98.906	914	10	0	1927	2840	1437	524	0.0	1633
MCYST_100.Contig_536	NZ_JXYX01000001.1:c665504-663222	97.162	1762	50	0	880	2641	2283	522	0.0	2977
MCYST_157.Contig_6	NZ_AESD01000164.1:3534-5099	76.092	824	191	6	5031	5851	1416	596	4.75e-119	425
MCYST_157.Contig_6	NZ_CP047242.1:c3607546-3606023	74.138	812	206	4	5064	5873	1368	559	2.96e-91	333
MCYST_157.Contig_8	NZ_LR882952.1:3185638-3188601	80.564	638	120	4	12339	12974	2895	2260	5.06e-138	488
MCYST_157.Contig_8	NZ_JACJTO010000021.1:c66481-63539	78.592	682	138	7	12297	12974	2907	2230	1.11e-124	444
MCYST_157.Contig_247	NZ_LAHB01000015.1:c109909-108659	86.111	72	10	0	4468	4539	654	725	4.87e-15	78.7
MCYST_157.Contig_320	NZ_LR882952.1:888775-890772	77.908	1625	327	28	4	1612	1720	112	0.0	983
MCYST_157.Contig_320	NZ_JXYX01000014.1:c55009-53006	75.102	1719	387	39	15	1714	1706	10	0.0	765
MCYST_157.Contig_320	NZ_JACJTO010000007.1:68616-70613	75.777	1544	346	27	96	1625	1628	99	0.0	754
MCYST_157.Contig_320	NZ_CP085785.1:c545139-543139	72.948	1730	430	36	5	1715	1719	9	2.10e-162	568
MCYST_157.Contig_480	NZ_LR882952.1:c4098973-4096490	77.109	1197	252	20	1076	2261	1166	2351	0.0	673
MCYST_157.Contig_480	NZ_JANQDJ010000052.1:50504-52975	75.625	1120	254	15	1163	2273	1242	2351	1.31e-153	538
MCYST_162_1.Contig_45	NZ_JXYX01000001.1:1382667-1384103	98.446	1416	22	0	3170	4585	1416	1	0.0	2494
MCYST_162_1.Contig_55	NZ_JXYX01000001.1:1089920-1090996	98.886	1077	12	0	5297	6373	1	1077	0.0	1923
MCYST_162_1.Contig_116	NZ_JXYX01000008.1:214032-216905	98.678	2874	38	0	2801	5674	1	2874	0.0	5097
MCYST_162_1.Contig_116	NZ_CP047242.1:5785454-5788351	73.802	1607	385	33	3992	5580	1225	2813	8.14e-173	603
MCYST_162_1.Contig_116	NZ_CP047242.1:5785454-5788351	74.585	964	226	15	2825	3774	79	1037	2.46e-113	405
MCYST_162_1.Contig_116	NZ_LAHB01000066.1:14261-17194	73.900	1000	237	17	2838	3828	128	1112	1.49e-105	379
MCYST_162_1.Contig_116	NZ_CP065936.1:191293-194172	72.332	965	237	19	2838	3778	89	1047	2.02e-74	276
MCYST_162_1.Contig_129	NZ_JXYX01000003.1:c241171-239060	98.343	2112	35	0	2784	4895	1	2112	0.0	3707
MCYST_162_1.Contig_129	NZ_AESD01000712.1:c15827-13695	74.010	1262	298	30	2799	4045	19	1265	8.30e-138	486
MCYST_162_1.Contig_131	NZ_JXYX01000008.1:c181072-179420	99.537	1079	5	0	1	1079	1079	1	0.0	1965
MCYST_162_1.Contig_136	NZ_JXYX01000003.1:285054-286931	98.693	153	2	0	1	153	153	1	2.52e-73	272
MCYST_162_1.Contig_193	NZ_JXYX01000001.1:283692-286061	98.059	2370	46	0	975	3344	1	2370	0.0	4122
MCYST_162_1.Contig_219	NZ_JXYX01000010.1:c144263-143616	97.826	230	5	0	4571	4800	1	230	3.24e-111	398
MCYST_162_1.Contig_296	NZ_JXYX01000001.1:c845495-843027	98.906	2469	27	0	772	3240	2469	1	0.0	4410
MCYST_162_1.Contig_296	NZ_LR882952.1:c4098973-4096490	76.935	1344	284	24	872	2202	2384	1054	0.0	741
MCYST_162_1.Contig_424	NZ_JXYX01000001.1:c665504-663222	98.379	2283	37	0	365	2647	2283	1	0.0	4012
MCYST_162_1.Contig_476	NZ_JXYX01000015.1:c41779-39131	98.577	2601	37	0	1	2601	2601	1	0.0	4599
MCYST_162_1.Contig_476	NZ_LR882952.1:4510967-4513630	69.961	1022	267	30	1492	2493	1116	115	6.48e-37	150
MCYST_162_1.Contig_542	NZ_JXYX01000011.1:95421-97148	96.342	1203	44	0	1	1203	523	1725	0.0	1978
MCYST_162_1.Contig_559	NZ_JXYX01000014.1:c55009-53006	97.461	709	18	0	2034	2742	1	709	0.0	1210
MCYST_162_1.Contig_559	NZ_CP065936.1:3751441-3753438	77.650	349	75	3	2145	2491	111	458	9.28e-55	209
MCYST_162_1.Contig_630	NZ_JXYX01000011.1:116877-117659	99.034	725	7	0	1792	2516	783	59	0.0	1301
MCYST_162_1.Contig_639	NZ_JXYX01000015.1:74716-76242	99.522	209	1	0	2451	2659	1527	1319	1.80e-106	381
MCYST_162_2.Contig_31	NZ_JXYX01000003.1:285054-286931	72.060	1131	287	22	3	1114	751	1871	8.67e-85	311
MCYST_162_2.Contig_31	NZ_LR882952.1:825531-827390	72.109	882	218	20	171	1044	928	1789	1.15e-63	241
MCYST_162_2.Contig_31	NZ_AESD01000514.1:2053-3888	86.705	173	22	1	468	640	1171	1342	1.18e-48	191
MCYST_162_2.Contig_69	NZ_LR882952.1:3185638-3188601	74.890	2043	471	40	2256	4277	2895	874	0.0	893
MCYST_162_2.Contig_69	NZ_JACJTO010000021.1:c66481-63539	75.556	1440	324	25	2214	3639	2907	1482	0.0	684
MCYST_162_2.Contig_96	NZ_JXYX01000003.1:c241171-239060	72.029	976	227	37	3705	4657	43	995	4.73e-66	248
MCYST_162_2.Contig_146	NZ_JXYX01000004.1:150513-150981	92.157	51	4	0	5285	5335	19	69	2.50e-13	73.1
MCYST_162_2.Contig_324	NZ_JXYX01000014.1:c55009-53006	75.054	1856	425	35	28	1864	89	1925	0.0	828
MCYST_162_2.Contig_324	NZ_JACJTO010000007.1:68616-70613	75.517	1597	357	31	38	1617	99	1678	0.0	752
MCYST_162_2.Contig_614	NZ_LAHB01000015.1:c109909-108659	74.476	286	69	3	1443	1726	833	550	4.27e-28	121
MCYST_162.Contig_13	NZ_JXYX01000015.1:74716-76242	98.428	1527	24	0	5431	6957	1	1527	0.0	2687
MCYST_162.Contig_13	NZ_AESD01000164.1:3534-5099	77.694	928	201	6	5975	6899	569	1493	2.53e-160	562
MCYST_162.Contig_13	NZ_AJLL01000060.1:30160-31707	75.352	852	197	12	6044	6890	650	1493	7.56e-111	398
MCYST_162.Contig_26	NZ_JXYX01000001.1:1089920-1090996	95.636	1077	47	0	7694	8770	1	1077	0.0	1729
MCYST_162.Contig_30	NZ_JXYX01000008.1:214032-216905	97.595	2869	69	0	887	3755	1	2869	0.0	4916
MCYST_162.Contig_30	NZ_CP047242.1:5785454-5788351	73.270	1575	375	40	2115	3666	1262	2813	4.38e-152	534
MCYST_162.Contig_30	NZ_CP047242.1:5785454-5788351	74.741	966	221	19	911	1860	79	1037	7.71e-115	411
MCYST_162.Contig_30	NZ_CP065936.1:191293-194172	73.410	865	199	20	924	1763	89	947	8.10e-80	294
MCYST_162.Contig_31	NZ_JXYX01000001.1:368066-368695	97.284	626	17	0	5391	6016	1	626	0.0	1062
MCYST_162.Contig_33	NZ_JXYX01000001.1:1382667-1384103	97.704	1437	33	0	6322	7758	1	1437	0.0	2471
MCYST_162.Contig_73	NZ_JXYX01000010.1:c144263-143616	97.377	648	17	0	5703	6350	1	648	0.0	1103
MCYST_162.Contig_83	NZ_JXYX01000014.1:c55009-53006	96.760	895	29	0	5379	6273	1	895	0.0	1493
MCYST_162.Contig_83	NZ_CP085785.1:c545139-543139	77.536	276	57	3	5549	5821	170	443	6.05e-40	161
MCYST_162.Contig_153	NZ_JXYX01000015.1:c45892-43928	97.506	1965	47	2	1624	3587	1964	1	0.0	3356
MCYST_162.Contig_189	NZ_JXYX01000003.1:c241171-239060	96.486	1366	48	0	3155	4520	1	1366	0.0	2257
MCYST_162.Contig_189	NZ_AESD01000712.1:c15827-13695	73.630	1259	300	32	3174	4416	23	1265	4.96e-129	457
MCYST_162.Contig_257	NZ_JXYX01000001.1:c845495-843027	98.299	2469	42	0	210	2678	2469	1	0.0	4327
MCYST_162.Contig_257	NZ_LR882952.1:c4098973-4096490	76.689	1347	282	30	310	1640	2384	1054	0.0	719
MCYST_162.Contig_257	NZ_CP020114.1:1494535-1497006	75.466	1072	245	16	372	1434	2310	1248	3.99e-144	507
MCYST_162.Contig_258	NZ_JXYX01000015.1:c41779-39131	97.892	2372	50	0	1	2372	2372	1	0.0	4104
MCYST_162.Contig_263	NZ_JXYX01000011.1:95421-97148	97.569	1563	38	0	1	1563	1563	1	0.0	2676
MCYST_162.Contig_263	NZ_KE384623.1:25615-27345	77.612	134	28	2	1414	1546	150	18	1.01e-15	80.5
MCYST_162.Contig_266	NZ_JXYX01000002.1:c55249-54122	97.961	1128	23	0	225	1352	1128	1	0.0	1956
MCYST_162.Contig_266	NZ_AESD01000744.1:c2484-1342	71.521	769	179	27	304	1046	1061	307	5.81e-43	171
MCYST_162.Contig_266	NZ_AESD01000744.1:c2484-1342	83.099	71	12	0	1228	1298	125	55	2.82e-11	65.8
MCYST_162.Contig_305	NZ_JXYX01000003.1:285054-286931	98.083	1878	36	0	919	2796	1878	1	0.0	3269
MCYST_162.Contig_305	NZ_LR882952.1:825531-827390	77.633	693	153	2	1988	2679	806	115	4.75e-118	420
MCYST_162.Contig_305	NZ_LR882952.1:825531-827390	72.270	696	164	21	928	1619	1857	1187	1.46e-48	189
MCYST_162.Contig_305	NZ_AESD01000514.1:2053-3888	72.740	708	174	17	924	1620	1831	1132	5.18e-58	220
MCYST_162.Contig_305	NZ_AJLL01000040.1:c5960-4056	75.956	366	86	2	2225	2589	572	208	5.25e-48	187
MCYST_162.Contig_320	NZ_JXYX01000001.1:c665504-663222	97.109	2283	66	0	444	2726	2283	1	0.0	3851
MCYST_24.Contig_4	NZ_JXYX01000011.1:116877-117659	97.957	783	16	0	6647	7429	1	783	0.0	1358
MCYST_24.Contig_41	NZ_JXYX01000001.1:283692-286061	97.291	2289	62	0	4547	6835	1	2289	0.0	3884
MCYST_24.Contig_56	NZ_JXYX01000003.1:c241171-239060	95.621	2101	92	0	2781	4881	2101	1	0.0	3371
MCYST_24.Contig_56	NZ_AESD01000712.1:c15827-13695	73.634	1263	301	32	3620	4866	1265	19	1.88e-129	459
MCYST_24.Contig_76	NZ_JXYX01000011.1:95421-97148	97.795	1723	38	0	3788	5510	1	1723	0.0	2972
MCYST_24.Contig_100	NZ_JXYX01000001.1:c665504-663222	95.839	2283	95	0	2146	4428	1	2283	0.0	3690
MCYST_24.Contig_107	NZ_JXYX01000003.1:c235202-234798	95.455	308	14	0	4772	5079	391	84	1.53e-139	492
MCYST_24.Contig_119	NZ_JXYX01000015.1:74716-76242	97.446	1527	39	0	71	1597	1	1527	0.0	2604
MCYST_24.Contig_119	NZ_AESD01000164.1:3534-5099	77.802	928	200	6	615	1539	569	1493	2.39e-162	568
MCYST_24.Contig_133	NZ_JXYX01000002.1:c450913-449846	96.629	1068	36	0	2656	3723	1	1068	0.0	1773
MCYST_24.Contig_133	NZ_AESD01000488.1:c12901-11825	80.932	944	180	0	2656	3599	1	944	0.0	747
MCYST_24.Contig_155	NZ_JXYX01000001.1:368066-368695	97.125	626	18	0	666	1291	626	1	0.0	1057
MCYST_24.Contig_163	NZ_JXYX01000001.1:1382667-1384103	97.034	1416	42	0	2743	4158	1	1416	0.0	2383
MCYST_24.Contig_193	NZ_JXYX01000003.1:285054-286931	98.649	222	3	0	4021	4242	1	222	3.70e-110	394
MCYST_24.Contig_466	NZ_JXYX01000002.1:c55249-54122	97.770	1076	24	0	1	1076	53	1128	0.0	1855
MCYST_24.Contig_466	NZ_AESD01000744.1:c2484-1342	71.651	769	178	27	255	997	307	1061	9.22e-45	176
MCYST_24.Contig_467	NZ_JXYX01000001.1:c589407-588163	90.780	1269	93	15	882	2150	1245	1	0.0	1674
MCYST_24.Contig_474	NZ_JXYX01000015.1:c41779-39131	96.887	2441	76	0	215	2655	2649	209	0.0	4087
MCYST_24.Contig_497	NZ_JXYX01000001.1:949860-950450	96.863	255	8	0	3	257	337	591	2.20e-120	427
MCYST_24.Contig_528	NZ_JXYX01000015.1:c45892-43928	97.252	1965	52	2	282	2245	1964	1	0.0	3328
MCYST_2.Contig_1	NZ_JXYX01000003.1:c241171-239060	95.431	2101	96	0	83341	85441	2101	1	0.0	3349
MCYST_2.Contig_1	NZ_AESD01000712.1:c15827-13695	73.481	1267	308	28	84174	85426	1271	19	1.71e-126	453
MCYST_2.Contig_2	NZ_JXYX01000001.1:949860-950450	96.108	591	23	0	79881	80471	1	591	0.0	965
MCYST_2.Contig_2	NZ_JXYX01000003.1:435808-436338	96.234	531	20	0	34726	35256	531	1	0.0	870
MCYST_2.Contig_4	NZ_JXYX01000003.1:285054-286931	98.243	1878	33	0	35074	36951	1	1878	0.0	3286
MCYST_2.Contig_4	NZ_JXYX01000015.1:74716-76242	98.690	1527	20	0	57034	58560	1	1527	0.0	2710
MCYST_2.Contig_4	NZ_AESD01000164.1:3534-5099	78.343	905	190	6	57587	58488	578	1479	4.48e-165	580
MCYST_2.Contig_4	NZ_LR882952.1:825531-827390	77.633	693	153	2	35191	35882	115	806	1.03e-116	420
MCYST_2.Contig_4	NZ_LR882952.1:825531-827390	72.270	696	164	20	36251	36942	1187	1857	3.17e-47	189
MCYST_2.Contig_4	NZ_AJLL01000060.1:30160-31707	75.220	908	210	14	57592	58493	595	1493	1.34e-115	416
MCYST_2.Contig_4	NZ_AESD01000514.1:2053-3888	72.766	705	179	12	36250	36946	1132	1831	2.42e-58	226
MCYST_2.Contig_4	NZ_AJLL01000040.1:c5960-4056	76.230	366	85	2	35281	35645	208	572	2.45e-48	193
MCYST_2.Contig_5	NZ_JXYX01000004.1:150513-150981	97.441	469	12	0	58249	58717	469	1	0.0	800
MCYST_2.Contig_33	NZ_JXYX01000015.1:c45892-43928	97.200	1964	55	0	23104	25067	1964	1	0.0	3323
MCYST_2.Contig_34	NZ_JXYX01000001.1:c665504-663222	95.574	2282	101	0	20998	23279	2282	1	0.0	3655
MCYST_2.Contig_39	NZ_JXYX01000010.1:c144263-143616	96.605	648	22	0	30042	30689	648	1	0.0	1075
MCYST_2.Contig_47	NZ_JXYX01000001.1:283692-286061	96.962	2370	72	0	25758	28127	2370	1	0.0	3978
MCYST_2.Contig_54	NZ_JXYX01000002.1:c450913-449846	98.315	1068	18	0	9465	10532	1068	1	0.0	1873
MCYST_2.Contig_54	NZ_AESD01000488.1:c12901-11825	80.614	944	183	0	9589	10532	944	1	0.0	730
MCYST_2.Contig_55	NZ_JXYX01000001.1:1382667-1384103	96.257	1416	53	0	7350	8765	1416	1	0.0	2322
MCYST_2.Contig_61	NZ_JXYX01000011.1:95421-97148	97.449	1725	44	0	20415	22139	1	1725	0.0	2942
MCYST_2.Contig_66	NZ_JXYX01000008.1:214032-216905	97.142	2869	82	0	2979	5847	2869	1	0.0	4844
MCYST_2.Contig_66	NZ_CP047242.1:5785454-5788351	73.342	1613	382	43	3068	4656	2813	1225	3.26e-157	553
MCYST_2.Contig_66	NZ_CP047242.1:5785454-5788351	75.028	909	210	13	4928	5823	983	79	9.65e-113	405
MCYST_2.Contig_66	NZ_LAHB01000066.1:14261-17194	73.798	1019	243	17	4820	5829	1112	109	1.63e-105	381
MCYST_2.Contig_66	NZ_CP065936.1:191293-194172	72.851	884	209	20	4971	5829	947	70	2.84e-73	274
MCYST_2.Contig_95	NZ_JXYX01000002.1:c55249-54122	97.429	1128	29	0	4360	5487	1128	1	0.0	1923
MCYST_2.Contig_95	NZ_AESD01000744.1:c2484-1342	71.651	769	178	27	4439	5181	1061	307	6.62e-44	176
MCYST_2.Contig_115	NZ_JXYX01000001.1:1089920-1090996	95.172	1077	52	0	8751	9827	1077	1	0.0	1701
MCYST_2.Contig_133	NZ_JXYX01000008.1:c181072-179420	97.338	1653	44	0	11415	13067	1	1653	0.0	2809
MCYST_2.Contig_134	NZ_JXYX01000003.1:c235202-234798	95.141	391	19	0	3069	3459	391	1	6.44e-177	617
MCYST_2.Contig_137	NZ_JXYX01000014.1:c55009-53006	97.455	2004	51	0	990	2993	2004	1	0.0	3419
MCYST_2.Contig_137	NZ_JXYX01000011.1:116877-117659	97.829	783	17	0	7878	8660	783	1	0.0	1352
MCYST_2.Contig_137	NZ_CP085785.1:c545139-543139	70.936	1421	392	19	1414	2823	1580	170	2.54e-86	316
MCYST_2.Contig_140	NZ_JXYX01000001.1:c845495-843027	97.732	2469	56	0	225	2693	2469	1	0.0	4250
MCYST_2.Contig_140	NZ_LR882952.1:c4098973-4096490	76.689	1347	282	30	325	1655	2384	1054	0.0	719
MCYST_2.Contig_140	NZ_CP020114.1:1494535-1497006	75.280	1072	247	16	387	1449	2310	1248	3.01e-140	496
MCYST_2.Contig_144	NZ_JXYX01000001.1:368066-368695	98.254	630	11	0	9302	9931	1	630	0.0	1103
MCYST_2.Contig_241	NZ_JXYX01000015.1:c41779-39131	97.848	2649	57	0	193	2841	2649	1	0.0	4577
MCYST_31.Contig_6	NZ_JXYX01000001.1:c665504-663222	97.284	2283	62	0	9236	11518	1	2283	0.0	3873
MCYST_31.Contig_9	NZ_JXYX01000011.1:95421-97148	98.995	1592	16	0	1	1592	134	1725	0.0	2852
MCYST_31.Contig_10	NZ_JXYX01000002.1:c450913-449846	98.127	1068	20	0	16833	17900	1068	1	0.0	1862
MCYST_31.Contig_10	NZ_AESD01000488.1:c12901-11825	80.741	945	180	2	16957	17900	944	1	0.0	736
MCYST_31.Contig_15	NZ_JXYX01000011.1:116877-117659	97.957	783	16	0	2625	3407	1	783	0.0	1358
MCYST_31.Contig_29	NZ_JXYX01000001.1:1382667-1384103	97.456	1415	36	0	6733	8147	1	1415	0.0	2414
MCYST_31.Contig_38	NZ_JXYX01000003.1:435808-436338	98.682	531	7	0	20850	21380	531	1	0.0	942
MCYST_31.Contig_40	NZ_JXYX01000003.1:285054-286931	98.243	1878	33	0	12339	14216	1878	1	0.0	3286
MCYST_31.Contig_40	NZ_LR882952.1:825531-827390	76.978	695	154	5	13408	14099	806	115	8.09e-109	392
MCYST_31.Contig_40	NZ_LR882952.1:825531-827390	72.126	696	165	21	12348	13039	1857	1187	5.30e-46	183
MCYST_31.Contig_40	NZ_AESD01000514.1:2053-3888	72.753	712	177	15	12339	13040	1836	1132	3.12e-58	224
MCYST_31.Contig_59	NZ_JXYX01000001.1:c845495-843027	99.431	1582	9	0	1	1582	1582	1	0.0	2872
MCYST_31.Contig_71	NZ_JXYX01000008.1:214032-216905	98.501	2869	43	0	6783	9651	1	2869	0.0	5060
MCYST_31.Contig_71	NZ_CP047242.1:5785454-5788351	73.304	1607	393	33	7974	9562	1225	2813	5.05e-159	558
